FE00,FE20,FE30,TOTAL_TH
326233296.0,365543640.0,190600528.0,882377464.0
0.0,0.0,0.0,0.0
1356.0,1356.0,1356.0,4068.0
0.0,0.0,0.0,0.0
14952.0,24864.0,32016.0,71832.0
38232.0,37144.0,36384.0,111760.0
37896.0,41344.0,41208.0,120448.0
44328.0,87280.0,41736.0,173344.0
38184.0,64080.0,44928.0,147192.0
35712.0,60240.0,87384.0,183336.0
138912.0,150944.0,60168.0,350024.0
84384.0,178720.0,71112.0,334216.0
136800.0,197424.0,208096.0,542320.0
141128.0,157816.0,91760.0,390704.0
87624.0,90176.0,235304.0,413104.0
203424.0,227448.0,183016.0,613888.0
237200.0,142376.0,175992.0,555568.0
206024.0,184232.0,252664.0,642920.0
185168.0,1916.0,97732.0,284816.0
1356.0,560.0,0.0,1916.0
