FE00,FE20,FE30,TOTAL_TH
334545552.0,373976968.0,198919856.0,907442376.0
0.0,280.0,0.0,280.0
0.0,0.0,360.0,360.0
600.0,600.0,240.0,1440.0
21960.0,27096.0,35088.0,84144.0
40248.0,32424.0,31080.0,103752.0
49272.0,42024.0,101904.0,193200.0
35004.0,41580.0,297308.0,373892.0
109008.0,134184.0,241168.0,484360.0
97976.0,149296.0,202904.0,450176.0
121480.0,134824.0,123000.0,379304.0
126360.0,113440.0,88480.0,328280.0
135400.0,147760.0,148112.0,431272.0
91768.0,111520.0,95136.0,298424.0
113120.0,173616.0,208696.0,495432.0
255912.0,228440.0,76968.0,561320.0
431792.0,220160.0,240.0,652192.0
0.0,100976.0,0.0,100976.0
600.0,600.0,600.0,1800.0
0.0,0.0,0.0,0.0
