FE00,FE20,FE30,TOTAL_TH
312756336.0,352229384.0,177252344.0,842238064.0
0.0,840.0,0.0,840.0
0.0,1636.0,1356.0,2992.0
1356.0,0.0,0.0,1356.0
19800.0,25024.0,39208.0,84032.0
36768.0,39744.0,122504.0,199016.0
45976.0,137912.0,58168.0,242056.0
67344.0,64648.0,239792.0,371784.0
245544.0,201448.0,92040.0,539032.0
73176.0,139112.0,110304.0,322592.0
77520.0,79080.0,149312.0,305912.0
190032.0,206976.0,192968.0,589976.0
213352.0,121592.0,160248.0,495192.0
196992.0,249280.0,198552.0,644824.0
173264.0,319040.0,268896.0,761200.0
204840.0,69256.0,28712.0,302808.0
88800.0,520.0,1356.0,90676.0
9644.0,1356.0,0.0,11000.0
