FE00,FE20,FE30,TOTAL_TH
329501100.0,368959428.0,193920892.0,892381420.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,280.0,0.0,280.0
23880.0,37232.0,74664.0,135776.0
36456.0,45736.0,181920.0,264112.0
115680.0,49744.0,162040.0,327464.0
67808.0,128344.0,116852.0,313004.0
108804.0,73452.0,185736.0,367992.0
140528.0,66944.0,132064.0,339536.0
160400.0,218816.0,128592.0,507808.0
93080.0,153392.0,78776.0,325248.0
125544.0,116008.0,123440.0,364992.0
109312.0,156656.0,143608.0,409576.0
121544.0,251408.0,169904.0,542856.0
121000.0,234944.0,134984.0,490928.0
124624.0,117488.0,62752.0,304864.0
126856.0,8808.0,0.0,135664.0
121888.0,280.0,0.0,122168.0
