FE00,FE20,FE30,TOTAL_TH
321156208.0,360569848.0,185613176.0,867339232.0
0.0,560.0,0.0,560.0
600.0,1160.0,600.0,2360.0
0.0,520.0,0.0,520.0
28236.0,31828.0,40092.0,100156.0
38904.0,90704.0,29880.0,159488.0
93640.0,128336.0,44592.0,266568.0
77976.0,159256.0,30888.0,268120.0
172904.0,173016.0,112288.0,458208.0
133584.0,165320.0,152384.0,451288.0
65480.0,112304.0,62608.0,240392.0
95144.0,199672.0,165608.0,460424.0
235208.0,134536.0,144864.0,514608.0
91408.0,154072.0,226744.0,472224.0
232800.0,179488.0,224184.0,636472.0
245728.0,114168.0,300856.0,660752.0
155936.0,280.0,132480.0,288696.0
23984.0,600.0,1968.0,26552.0
0.0,0.0,0.0,0.0
