FE00,FE20,FE30,TOTAL_TH
322849696.0,362217624.0,187285168.0,872352488.0
360.0,600.0,600.0,1560.0
240.0,0.0,0.0,240.0
0.0,0.0,0.0,0.0
19608.0,22752.0,33840.0,76200.0
39840.0,36480.0,33720.0,110040.0
40704.0,90280.0,54192.0,185176.0
88120.0,46872.0,94232.0,229224.0
60784.0,65552.0,128960.0,255296.0
81624.0,126872.0,51288.0,259784.0
86760.0,136968.0,136240.0,359968.0
133960.0,127488.0,148576.0,410024.0
222040.0,134408.0,73544.0,429992.0
95072.0,95392.0,105240.0,295704.0
137100.0,184428.0,287684.0,609212.0
310632.0,233256.0,229632.0,773520.0
336064.0,248456.0,128400.0,712920.0
45704.0,78712.0,142384.0,266800.0
240.0,560.0,0.0,800.0
0.0,0.0,0.0,0.0
