FE00,FE20,FE30,TOTAL_TH
85550700.0,249909068.0,80163116.0,415622884.0
0.0,0.0,0.0,0.0
600.0,360.0,360.0,1320.0
0.0,0.0,0.0,0.0
41744.0,43424.0,40280.0,125448.0
28200.0,36880.0,33960.0,99040.0
41448.0,42224.0,46176.0,129848.0
43480.0,43184.0,44016.0,130680.0
45808.0,48272.0,55528.0,149608.0
53184.0,47696.0,29840.0,130720.0
41632.0,46008.0,48944.0,136584.0
51344.0,46576.0,44264.0,142184.0
50960.0,59704.0,48672.0,159336.0
44420.0,43876.0,46684.0,134980.0
25520.0,24840.0,28672.0,79032.0
156320.0,122624.0,104784.0,383728.0
78904.0,95120.0,110464.0,284488.0
234776.0,249048.0,253184.0,737008.0
241288.0,245128.0,240160.0,726576.0
252296.0,266448.0,282432.0,801176.0
257136.0,256312.0,209824.0,723272.0
162680.0,194648.0,199320.0,556648.0
121536.0,75608.0,103536.0,300680.0
0.0,520.0,240.0,760.0
600.0,360.0,360.0,1320.0
0.0,280.0,0.0,280.0
0.0,280.0,240.0,520.0
0.0,800.0,0.0,800.0
600.0,640.0,360.0,1600.0
0.0,280.0,0.0,280.0
0.0,240.0,240.0,480.0
0.0,0.0,0.0,0.0
600.0,360.0,360.0,1320.0
0.0,0.0,0.0,0.0
1356.0,1596.0,1596.0,4548.0
