FE00,FE20,FE30,TOTAL_TH
83588252.0,247943052.0,78203660.0,409734964.0
0.0,1080.0,0.0,1080.0
600.0,360.0,360.0,1320.0
0.0,280.0,0.0,280.0
25736.0,36112.0,41608.0,103456.0
44744.0,43768.0,43880.0,132392.0
50568.0,42648.0,37040.0,130256.0
34856.0,36408.0,45104.0,116368.0
46600.0,43976.0,51216.0,141792.0
42824.0,42584.0,33208.0,118616.0
45104.0,41744.0,41772.0,128620.0
36932.0,40972.0,47728.0,125632.0
48104.0,44792.0,39448.0,132344.0
30352.0,38144.0,44232.0,112728.0
38976.0,30560.0,19920.0,89456.0
78536.0,125912.0,113344.0,317792.0
59072.0,66144.0,81448.0,206664.0
233232.0,271856.0,300664.0,805752.0
160824.0,118768.0,116200.0,395792.0
119328.0,127320.0,155088.0,401736.0
224536.0,226832.0,215600.0,666968.0
149000.0,142232.0,149648.0,440880.0
145192.0,135184.0,160352.0,440728.0
222104.0,205536.0,215176.0,642816.0
122072.0,96608.0,3024.0,221704.0
0.0,0.0,0.0,0.0
0.0,240.0,240.0,480.0
600.0,360.0,360.0,1320.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1356.0,2156.0,1596.0,5108.0
600.0,1200.0,360.0,2160.0
0.0,840.0,0.0,840.0
