FE00,FE20,FE30,TOTAL_TH
300935468.0,340422180.0,165461812.0,806819460.0
0.0,280.0,0.0,280.0
0.0,1080.0,0.0,1080.0
0.0,840.0,0.0,840.0
14760.0,16976.0,22416.0,54152.0
40304.0,44256.0,44456.0,129016.0
44440.0,41800.0,52472.0,138712.0
47144.0,47920.0,42752.0,137816.0
48224.0,44904.0,63512.0,156640.0
45712.0,60560.0,39840.0,146112.0
63704.0,58112.0,58768.0,180584.0
49708.0,53468.0,51476.0,154652.0
45912.0,38360.0,34304.0,118576.0
24432.0,40752.0,83440.0,148624.0
156936.0,139672.0,91608.0,388216.0
0.0,560.0,0.0,560.0
600.0,880.0,600.0,2080.0
0.0,560.0,0.0,560.0
0.0,560.0,0.0,560.0
0.0,280.0,0.0,280.0
600.0,880.0,600.0,2080.0
0.0,240.0,0.0,240.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
600.0,600.0,600.0,1800.0
