FE00,FE20,FE30,TOTAL_TH
307672200.0,347231920.0,172195552.0,827099672.0
600.0,600.0,360.0,1560.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
11456.0,17400.0,25168.0,54024.0
46360.0,42816.0,41632.0,130808.0
42408.0,47728.0,43664.0,133800.0
35936.0,39832.0,36824.0,112592.0
37424.0,40064.0,37792.0,115280.0
38440.0,32032.0,35280.0,105752.0
38312.0,44504.0,37312.0,120128.0
43048.0,40808.0,39480.0,123336.0
45552.0,42664.0,38400.0,126616.0
33232.0,30728.0,30944.0,94904.0
34480.0,46352.0,45944.0,126776.0
46360.0,34024.0,41520.0,121904.0
43316.0,44052.0,46188.0,133556.0
33480.0,36088.0,32376.0,101944.0
35760.0,42824.0,46272.0,124856.0
18240.0,51152.0,74728.0,144120.0
155160.0,123392.0,95888.0,374440.0
840.0,840.0,720.0,2400.0
240.0,0.0,0.0,240.0
0.0,0.0,0.0,0.0
