FE00,FE20,FE30,TOTAL_TH
309099056.0,348674536.0,173623376.0,831396968.0
0.0,0.0,0.0,0.0
1356.0,1356.0,1356.0,4068.0
0.0,0.0,0.0,0.0
11216.0,13640.0,20720.0,45576.0
44864.0,46088.0,41872.0,132824.0
43920.0,45456.0,44256.0,133632.0
42032.0,56560.0,44280.0,142872.0
45640.0,40176.0,44512.0,130328.0
45808.0,50416.0,49296.0,145520.0
46312.0,52704.0,59384.0,158400.0
47736.0,48216.0,42224.0,138176.0
57336.0,55056.0,42240.0,154632.0
34536.0,42216.0,48552.0,125304.0
39448.0,29752.0,60672.0,129872.0
150128.0,145920.0,116640.0,412688.0
6168.0,2912.0,840.0,9920.0
240.0,0.0,0.0,240.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
600.0,600.0,600.0,1800.0
0.0,0.0,0.0,0.0
1356.0,1356.0,1356.0,4068.0
0.0,840.0,0.0,840.0
