FE00,FE20,FE30,TOTAL_TH
304200968.0,343713768.0,168720672.0,816635408.0
0.0,280.0,0.0,280.0
0.0,560.0,0.0,560.0
0.0,560.0,240.0,800.0
10256.0,15760.0,19144.0,45160.0
39344.0,44848.0,51232.0,135424.0
49112.0,55184.0,53880.0,158176.0
51760.0,58056.0,46912.0,156728.0
51104.0,49072.0,58216.0,158392.0
50144.0,36832.0,38440.0,125416.0
50240.0,59512.0,57464.0,167216.0
42384.0,35984.0,40640.0,119008.0
44256.0,46432.0,43904.0,134592.0
39200.0,42696.0,37760.0,119656.0
107704.0,116132.0,145164.0,369000.0
65988.0,55720.0,17696.0,139404.0
600.0,1120.0,1080.0,2800.0
0.0,280.0,0.0,280.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
600.0,1160.0,600.0,2360.0
0.0,560.0,0.0,560.0
0.0,0.0,0.0,0.0
0.0,280.0,0.0,280.0
