FE00,FE20,FE30,TOTAL_TH
304804860.0,344335996.0,169334244.0,818475100.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
240.0,600.0,600.0,1440.0
10920.0,17176.0,26008.0,54104.0
45824.0,42952.0,29520.0,118296.0
24536.0,33472.0,33344.0,91352.0
40904.0,37104.0,31912.0,109920.0
30296.0,27472.0,31664.0,89432.0
35068.0,39036.0,39148.0,113252.0
39280.0,33960.0,31800.0,105040.0
35192.0,35432.0,39712.0,110336.0
40912.0,37760.0,39808.0,118480.0
33824.0,34352.0,36440.0,104616.0
39112.0,37832.0,39712.0,116656.0
34064.0,34080.0,31200.0,99344.0
31240.0,27840.0,25552.0,84632.0
31192.0,26816.0,27112.0,85120.0
27232.0,28728.0,31920.0,87880.0
28304.0,27840.0,24960.0,81104.0
28608.0,27720.0,33112.0,89440.0
31368.0,28320.0,35472.0,95160.0
33200.0,31592.0,25888.0,90680.0
25072.0,26352.0,31048.0,82472.0
