FE00,FE20,FE30,TOTAL_TH
306315860.0,345852780.0,170838532.0,823007172.0
0.0,240.0,600.0,840.0
600.0,360.0,0.0,960.0
0.0,280.0,0.0,280.0
9656.0,12560.0,18328.0,40544.0
33944.0,35240.0,33832.0,103016.0
38752.0,35248.0,42592.0,116592.0
49184.0,51344.0,49664.0,150192.0
38856.0,35440.0,44968.0,119264.0
47872.0,54832.0,42096.0,144800.0
46348.0,49396.0,51148.0,146892.0
40312.0,44672.0,39560.0,124544.0
52176.0,46528.0,45712.0,144416.0
34664.0,43856.0,41872.0,120392.0
45208.0,42248.0,43280.0,130736.0
39168.0,39488.0,43648.0,122304.0
40944.0,41504.0,36344.0,118792.0
20984.0,20832.0,12720.0,54536.0
153936.0,156024.0,154936.0,464896.0
1480.0,560.0,0.0,2040.0
240.0,240.0,240.0,720.0
0.0,280.0,240.0,520.0
600.0,600.0,360.0,1560.0
0.0,0.0,0.0,0.0
