FE00,FE20,FE30,TOTAL_TH
305693708.0,345223188.0,170216396.0,821133292.0
0.0,0.0,0.0,0.0
0.0,280.0,240.0,520.0
600.0,600.0,360.0,1560.0
10080.0,16560.0,22888.0,49528.0
47744.0,52360.0,54112.0,154216.0
48764.0,60172.0,60524.0,169460.0
57288.0,42392.0,38032.0,137712.0
37440.0,36944.0,42832.0,117216.0
40904.0,45104.0,47144.0,133152.0
59136.0,59824.0,43536.0,162496.0
39696.0,37704.0,39840.0,117240.0
52656.0,59488.0,56088.0,168232.0
41664.0,34320.0,41848.0,117832.0
61520.0,96016.0,88088.0,245624.0
88824.0,68264.0,62968.0,220056.0
32680.0,14728.0,20480.0,67888.0
1356.0,1636.0,1356.0,4348.0
0.0,0.0,0.0,0.0
600.0,600.0,600.0,1800.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
600.0,600.0,600.0,1800.0
0.0,560.0,0.0,560.0
