FE00,FE20,FE30,TOTAL_TH
301519144.0,341016320.0,166049256.0,808584720.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
600.0,1160.0,600.0,2360.0
11336.0,18136.0,22888.0,52360.0
43692.0,42492.0,43836.0,130020.0
42528.0,40424.0,42232.0,125184.0
46768.0,44992.0,41152.0,132912.0
41744.0,40600.0,46544.0,128888.0
45352.0,49704.0,39576.0,134632.0
38864.0,40512.0,46656.0,126032.0
50616.0,40656.0,38728.0,130000.0
34240.0,35392.0,42872.0,112504.0
43912.0,39744.0,38864.0,122520.0
42128.0,38624.0,44216.0,124968.0
52800.0,48016.0,41256.0,142072.0
32040.0,38336.0,40176.0,110552.0
59616.0,62624.0,57584.0,179824.0
51608.0,68632.0,34016.0,154256.0
69656.0,41496.0,77832.0,188984.0
240.0,280.0,0.0,520.0
240.0,0.0,240.0,480.0
0.0,0.0,0.0,0.0
600.0,600.0,600.0,1800.0
0.0,0.0,0.0,0.0
