Discovered open port 135/tcp on 192.168.3.213 2.72s
Discovered open port 80/tcp on 192.168.7.249 3.27s
Discovered open port 49156/tcp on 192.168.5.5 7.72s
Discovered open port 49156/tcp on 192.168.7.121 8.70s
Discovered open port 139/tcp on 192.168.3.213 9.67s
Discovered open port 49157/tcp on 192.168.3.213 10.26s
Discovered open port 445/tcp on 192.168.5.3 11.98s
Discovered open port 445/tcp on 192.168.3.213 13.02s
Discovered open port 22/tcp on 192.168.7.249 17.13s
Discovered open port 445/tcp on 192.168.7.210 17.43s
Discovered open port 445/tcp on 192.168.5.5 18.38s
Discovered open port 49155/tcp on 192.168.5.5 20.56s
Discovered open port 49152/tcp on 192.168.5.5 20.90s
Discovered open port 135/tcp on 192.168.7.121 20.99s
Discovered open port 139/tcp on 192.168.5.5 22.91s
Discovered open port 23/tcp on 192.168.3.200 25.77s
Discovered open port 445/tcp on 192.168.7.121 26.34s
Discovered open port 49157/tcp on 192.168.7.121 28.30s
Discovered open port 49153/tcp on 192.168.7.121 30.28s
Discovered open port 21/tcp on 192.168.5.2 30.85s
Discovered open port 49157/tcp on 192.168.5.5 32.07s
Discovered open port 135/tcp on 192.168.5.5 33.69s
Discovered open port 49153/tcp on 192.168.3.213 34.50s
Discovered open port 49155/tcp on 192.168.7.121 35.08s
Discovered open port 49152/tcp on 192.168.3.213 36.61s
Discovered open port 49154/tcp on 192.168.5.5 36.95s
Discovered open port 49154/tcp on 192.168.3.213 40.03s
Discovered open port 49153/tcp on 192.168.5.5 41.66s
Discovered open port 445/tcp on 192.168.3.36 43.08s
Discovered open port 49155/tcp on 192.168.3.213 43.83s
Discovered open port 139/tcp on 192.168.7.121 44.30s
