FE00,FE20,FE30,TOTAL_TH
108298824.0,273502392.0,102914016.0,484715232.0
360.0,360.0,360.0,1080.0
240.0,0.0,0.0,240.0
0.0,0.0,0.0,0.0
26616.0,31248.0,54912.0,112776.0
124248.0,126016.0,195564.0,445828.0
137412.0,237636.0,202056.0,577104.0
237240.0,227616.0,218856.0,683712.0
246120.0,143520.0,99864.0,489504.0
480.0,1104.0,0.0,1584.0
0.0,0.0,240.0,240.0
0.0,800.0,240.0,1040.0
360.0,920.0,576.0,1856.0
240.0,0.0,0.0,240.0
0.0,280.0,0.0,280.0
0.0,520.0,240.0,760.0
360.0,920.0,360.0,1640.0
240.0,280.0,0.0,520.0
0.0,280.0,0.0,280.0
1716.0,1956.0,1956.0,5628.0
240.0,240.0,0.0,480.0
0.0,0.0,0.0,0.0
0.0,0.0,240.0,240.0
360.0,600.0,360.0,1320.0
240.0,0.0,0.0,240.0
0.0,0.0,0.0,0.0
0.0,240.0,240.0,480.0
