Discovered open port 49152/tcp on 192.168.3.213 1.78s
Discovered open port 139/tcp on 192.168.5.5 3.46s
Discovered open port 139/tcp on 192.168.3.213 5.89s
Discovered open port 445/tcp on 192.168.3.213 7.14s
Discovered open port 49152/tcp on 192.168.7.121 9.64s
Discovered open port 49157/tcp on 192.168.5.5 10.78s
Discovered open port 49156/tcp on 192.168.5.5 14.48s
Discovered open port 49155/tcp on 192.168.5.5 18.03s
Discovered open port 80/tcp on 192.168.7.249 18.47s
Discovered open port 21/tcp on 192.168.5.2 19.36s
Discovered open port 139/tcp on 192.168.7.121 19.62s
Discovered open port 49153/tcp on 192.168.3.213 20.09s
Discovered open port 49154/tcp on 192.168.7.121 20.49s
Discovered open port 445/tcp on 192.168.3.36 20.66s
Discovered open port 445/tcp on 192.168.7.121 21.15s
Discovered open port 49152/tcp on 192.168.5.5 21.92s
Discovered open port 49155/tcp on 192.168.7.121 22.07s
Discovered open port 49155/tcp on 192.168.3.213 22.16s
Discovered open port 135/tcp on 192.168.5.5 26.06s
Discovered open port 22/tcp on 192.168.7.249 27.42s
Discovered open port 49153/tcp on 192.168.5.5 28.09s
Discovered open port 445/tcp on 192.168.5.3 28.22s
Discovered open port 445/tcp on 192.168.7.210 29.78s
Discovered open port 49156/tcp on 192.168.7.121 31.19s
Discovered open port 49154/tcp on 192.168.5.5 35.33s
Discovered open port 49153/tcp on 192.168.7.121 36.40s
Discovered open port 135/tcp on 192.168.7.121 36.64s
Discovered open port 135/tcp on 192.168.3.213 37.91s
Discovered open port 49156/tcp on 192.168.3.213 38.10s
Discovered open port 49154/tcp on 192.168.3.213 42.24s
Discovered open port 445/tcp on 192.168.5.5 42.78s
Discovered open port 23/tcp on 192.168.3.200 43.83s
