Discovered open port 139/tcp on 192.168.3.213 3.42s
Discovered open port 80/tcp on 192.168.7.249 3.65s
Discovered open port 49155/tcp on 192.168.7.121 5.97s
Discovered open port 445/tcp on 192.168.3.213 6.98s
Discovered open port 139/tcp on 192.168.5.5 10.15s
Discovered open port 22/tcp on 192.168.7.249 10.47s
Discovered open port 49153/tcp on 192.168.7.121 10.84s
Discovered open port 135/tcp on 192.168.3.213 11.35s
Discovered open port 49153/tcp on 192.168.5.5 13.64s
Discovered open port 49154/tcp on 192.168.3.213 14.31s
Discovered open port 135/tcp on 192.168.5.5 14.90s
Discovered open port 445/tcp on 192.168.7.121 15.43s
Discovered open port 49155/tcp on 192.168.5.5 15.84s
Discovered open port 49154/tcp on 192.168.5.5 16.83s
Discovered open port 49152/tcp on 192.168.3.213 17.53s
Discovered open port 49156/tcp on 192.168.3.213 20.08s
Discovered open port 49152/tcp on 192.168.5.5 20.63s
Discovered open port 49155/tcp on 192.168.3.213 24.20s
Discovered open port 23/tcp on 192.168.3.200 25.32s
Discovered open port 49152/tcp on 192.168.7.121 26.96s
Discovered open port 49153/tcp on 192.168.3.213 27.64s
Discovered open port 49157/tcp on 192.168.7.121 30.22s
Discovered open port 445/tcp on 192.168.7.210 33.08s
Discovered open port 49154/tcp on 192.168.7.121 33.72s
Discovered open port 445/tcp on 192.168.5.5 34.51s
Discovered open port 135/tcp on 192.168.7.121 37.07s
Discovered open port 49157/tcp on 192.168.5.5 38.78s
Discovered open port 21/tcp on 192.168.5.2 40.60s
Discovered open port 49157/tcp on 192.168.3.213 41.27s
Discovered open port 139/tcp on 192.168.7.121 43.72s
Discovered open port 49156/tcp on 192.168.7.121 44.78s
