FE00,FE20,FE30,TOTAL_TH
124802556.0,290347964.0,119482596.0,534633116.0
360.0,1120.0,360.0,1840.0
240.0,0.0,0.0,240.0
0.0,0.0,0.0,0.0
39840.0,47712.0,129240.0,216792.0
139248.0,243060.0,206004.0,588312.0
179436.0,165120.0,125088.0,469644.0
200880.0,215968.0,208896.0,625744.0
108216.0,240.0,240.0,108696.0
360.0,600.0,360.0,1320.0
240.0,0.0,0.0,240.0
0.0,0.0,0.0,0.0
0.0,240.0,240.0,480.0
360.0,360.0,360.0,1080.0
240.0,0.0,0.0,240.0
0.0,0.0,240.0,240.0
360.0,600.0,360.0,1320.0
240.0,0.0,0.0,240.0
0.0,0.0,0.0,0.0
1356.0,2796.0,1956.0,6108.0
600.0,1320.0,0.0,1920.0
0.0,840.0,0.0,840.0
0.0,240.0,600.0,840.0
600.0,640.0,0.0,1240.0
0.0,0.0,0.0,0.0
