FE00,FE20,FE30,TOTAL_TH
134634016.0,297858752.0,129650832.0,562143600.0
240.0,0.0,0.0,240.0
0.0,240.0,240.0,480.0
360.0,360.0,360.0,1080.0
115720.0,89232.0,161448.0,366400.0
145744.0,142128.0,147968.0,435840.0
78968.0,113656.0,61904.0,254528.0
296.0,296.0,888.0,1480.0
1356.0,1956.0,1956.0,5268.0
600.0,0.0,0.0,600.0
0.0,0.0,0.0,0.0
0.0,240.0,1064.0,1304.0
360.0,1480.0,360.0,2200.0
240.0,0.0,0.0,240.0
0.0,240.0,240.0,480.0
0.0,600.0,600.0,1200.0
600.0,1648.0,592.0,2840.0
0.0,0.0,0.0,0.0
0.0,0.0,480.0,480.0
360.0,1160.0,360.0,1880.0
240.0,560.0,0.0,800.0
592.0,240.0,1648.0,2480.0
1184.0,1080.0,600.0,2864.0
600.0,920.0,0.0,1520.0
240.0,240.0,0.0,480.0
0.0,520.0,240.0,760.0
3424.0,360.0,360.0,4144.0
240.0,0.0,0.0,240.0
240.0,0.0,1596.0,1836.0
1716.0,1956.0,360.0,4032.0
536.0,592.0,0.0,1128.0
744.0,240.0,240.0,1224.0
360.0,360.0,360.0,1080.0
240.0,0.0,0.0,240.0
0.0,1888.0,1128.0,3016.0
360.0,920.0,952.0,2232.0
240.0,800.0,0.0,1040.0
0.0,0.0,0.0,0.0
360.0,880.0,600.0,1840.0
240.0,840.0,0.0,1080.0
0.0,520.0,0.0,520.0
0.0,880.0,600.0,1480.0
600.0,0.0,0.0,600.0
0.0,0.0,0.0,0.0
0.0,240.0,240.0,480.0
