FE00,FE20,FE30,TOTAL_TH
132057840.0,295665360.0,126913720.0,554636920.0
0.0,0.0,0.0,0.0
0.0,600.0,600.0,1200.0
600.0,0.0,0.0,600.0
56424.0,14452.0,159140.0,230016.0
132748.0,103992.0,91912.0,328652.0
152528.0,74040.0,170328.0,396896.0
61944.0,51624.0,11136.0,124704.0
0.0,1688.0,1192.0,2880.0
600.0,640.0,0.0,1240.0
0.0,560.0,0.0,560.0
0.0,544.0,0.0,544.0
360.0,880.0,600.0,1840.0
240.0,0.0,1416.0,1656.0
592.0,0.0,1184.0,1776.0
1184.0,600.0,600.0,2384.0
600.0,280.0,0.0,880.0
240.0,560.0,0.0,800.0
0.0,520.0,240.0,760.0
360.0,1144.0,360.0,1864.0
1064.0,1120.0,0.0,2184.0
0.0,0.0,0.0,0.0
1356.0,1836.0,1596.0,4788.0
600.0,360.0,360.0,1320.0
0.0,0.0,0.0,0.0
592.0,1648.0,0.0,2240.0
360.0,600.0,600.0,1560.0
480.0,0.0,0.0,480.0
0.0,0.0,0.0,0.0
1648.0,832.0,240.0,2720.0
360.0,1440.0,360.0,2160.0
240.0,280.0,0.0,520.0
0.0,280.0,0.0,280.0
360.0,864.0,600.0,1824.0
240.0,1648.0,832.0,2720.0
0.0,280.0,0.0,280.0
0.0,1040.0,240.0,1280.0
360.0,640.0,360.0,1360.0
240.0,280.0,1648.0,2168.0
0.0,240.0,240.0,480.0
360.0,360.0,360.0,1080.0
240.0,0.0,0.0,240.0
0.0,0.0,0.0,0.0
1356.0,1596.0,1956.0,4908.0
600.0,360.0,0.0,960.0
0.0,0.0,0.0,0.0
0.0,240.0,240.0,480.0
360.0,360.0,360.0,1080.0
240.0,560.0,0.0,800.0
