FE00,FE20,FE30,TOTAL_TH
74339872.0,238655696.0,68954336.0,381949904.0
0.0,280.0,0.0,280.0
600.0,640.0,360.0,1600.0
0.0,0.0,0.0,0.0
24296.0,33712.0,39640.0,97648.0
48216.0,36688.0,26632.0,111536.0
126016.0,174440.0,222928.0,523384.0
258992.0,173800.0,209680.0,642472.0
183168.0,212232.0,161024.0,556424.0
145568.0,155696.0,154152.0,455416.0
170200.0,178072.0,150608.0,498880.0
17472.0,5392.0,360.0,23224.0
0.0,0.0,0.0,0.0
0.0,840.0,240.0,1080.0
0.0,1040.0,0.0,1040.0
600.0,920.0,360.0,1880.0
0.0,560.0,0.0,560.0
0.0,520.0,240.0,760.0
0.0,0.0,0.0,0.0
600.0,360.0,360.0,1320.0
0.0,0.0,0.0,0.0
1356.0,1596.0,1596.0,4548.0
