FE00,FE20,FE30,TOTAL_TH
73364472.0,237670200.0,67976744.0,379011416.0
0.0,520.0,240.0,760.0
600.0,920.0,360.0,1880.0
0.0,520.0,0.0,520.0
18960.0,36068.0,38892.0,93920.0
40516.0,33816.0,34192.0,108524.0
54720.0,103984.0,115824.0,274528.0
183168.0,147112.0,151792.0,482072.0
157408.0,165048.0,174872.0,497328.0
185304.0,153640.0,166120.0,505064.0
157112.0,162720.0,170432.0,490264.0
172080.0,174912.0,121112.0,468104.0
2376.0,360.0,360.0,3096.0
0.0,0.0,0.0,0.0
0.0,240.0,240.0,480.0
0.0,0.0,0.0,0.0
600.0,360.0,360.0,1320.0
0.0,0.0,0.0,0.0
0.0,240.0,240.0,480.0
0.0,0.0,0.0,0.0
600.0,360.0,360.0,1320.0
0.0,280.0,0.0,280.0
